contract_symbol,ticker,underlying,option_type,valuation_date,expiration_date,time_to_maturity_days,time_to_maturity_years,strike,bid,mid,ask,last,underlying_price,implied_volatility,intrinsic_value,extrinsic_value,bid_size,ask_size,open_interest,volume,in_the_money,first_traded_at,last_updated_at,delta,gamma,theta,vega,rho,market_price,moneyness,log_moneyness,bid_ask_spread_ratio,implied_vol,repriced,calibration_error,model_vol,model_price,price_error,abs_price_error,relative_price_error,abs_relative_price_error,vol_error,abs_vol_error,maturity_bucket,moneyness_bucket
NVDA260320C00135000,NVDA,NVDA,call,2026-03-06,2026-03-20,14,0.038329911019849415,135.0,43.0,43.625,44.25,43.78,177.82,,42.82,0.805,47,7,26551,236,True,2025-01-15 14:30:00,2026-03-06 21:00:00,,,,,,43.625,0.7591946912608256,-0.2754970242545634,0.02865329512893983,0.8917888307048155,43.625000000011525,1.1525003174028825e-11,0.8181882166318036,43.39868333426506,-0.22631666573494158,0.22631666573494158,-0.005187774572720724,0.005187774572720724,-0.07360061407301188,0.07360061407301188,0.04,deep_otm_put/itm_call
NVDA260320P00136000,NVDA,NVDA,put,2026-03-06,2026-03-20,14,0.038329911019849415,136.0,0.58,0.595,0.61,0.58,177.82,,0.0,0.595,7,22,13,1015,False,2026-03-05 14:30:00,2026-03-06 21:00:00,,,,,,0.595,0.7648183556405354,-0.26811691695694095,0.05042016806722694,0.856208052369539,0.5949999999999704,-2.9531932455029164e-14,0.8099904802518871,0.4518835989887293,-0.14311640101127066,0.14311640101127066,-0.24053176640549692,0.24053176640549692,-0.04621757211765187,0.04621757211765187,0.04,deep_otm_put/itm_call
NVDA260320C00207500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,207.5,0.56,0.57,0.58,0.57,183.04,,0.0,0.57,17,26,8916,1703,False,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,0.57,1.1336319930069931,0.12542663147932,0.03508771929824545,0.4130317393688056,0.5699999999922944,-7.705502902410899e-12,0.45124431702601653,0.8119589892051948,0.24195898920519487,0.24195898920519487,0.42448945474595595,0.42448945474595595,0.03821257765721092,0.03821257765721092,0.04,otm_call/itm_put
NVDA260320C00155000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,155.0,29.3,29.5,29.7,29.23,183.04,,28.04,1.46,30,52,15121,196,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,29.5,0.8468094405594406,-0.1662795912721864,0.013559322033898256,0.6583639986155436,29.500000000000057,5.684341886080802e-14,0.670330246685136,29.581144542075748,0.08114454207574795,0.08114454207574795,0.0027506624432456933,0.0027506624432456933,0.011966248069592345,0.011966248069592345,0.04,otm_put/itm_call
NVDA260320C00212500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,212.5,0.32,0.325,0.33,0.33,183.04,,0.0,0.325,1,153,8765,1460,False,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,0.325,1.1609484265734267,0.14923728017303853,0.030769230769230795,0.4187013363241378,0.32499999995526707,-4.4732939574743114e-11,0.4646996061615381,0.5351074798338864,0.2101074798338864,0.2101074798338864,0.6464845533350351,0.6464845533350351,0.045998269837400296,0.045998269837400296,0.04,otm_call/itm_put
NVDA260320P00150000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,150.0,1.07,1.085,1.1,1.08,180.05,,0.0,1.085,27,59,51298,5398,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,1.085,0.8331019161344071,-0.1825992959986285,0.027649769585253482,0.6607403225241492,1.0849999999999707,-2.930988785010413e-14,0.6811825742983976,1.2134655421515035,0.12846554215150352,0.12846554215150352,0.11840142133779126,0.11840142133779126,0.02044225177424841,0.02044225177424841,0.05,otm_put/itm_call
NVDA260320C00207500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,207.5,0.49,0.495,0.5,0.49,180.05,,0.0,0.495,73,31,8479,1287,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.495,1.1524576506525965,0.14189674957586879,0.02020202020202022,0.42760005780839516,0.49500000000086253,8.625322678312841e-13,0.4571882636047188,0.6612036009465658,0.16620360094656583,0.16620360094656583,0.3357648503971027,0.3357648503971027,0.029588205796323652,0.029588205796323652,0.05,otm_call/itm_put
NVDA260320P00177500,NVDA,NVDA,put,2026-03-06,2026-03-20,14,0.038329911019849415,177.5,7.2,7.275,7.35,7.23,177.82,,0.0,7.275,19,35,3762,5146,False,2026-02-23 14:30:00,2026-03-06 21:00:00,,,,,,7.275,0.9982004273984929,-0.0018011937775223872,0.020618556701030855,0.5435218832444118,7.2749999999999915,-8.881784197001252e-15,0.46715526568982274,6.217706366342938,-1.0572936336570624,1.0572936336570624,-0.14533245823464774,0.14533245823464774,-0.07636661755458901,0.07636661755458901,0.04,atm
NVDA260320C00207500,NVDA,NVDA,call,2026-03-05,2026-03-20,15,0.04106776180698152,207.5,0.47,0.475,0.48,0.47,183.34,,0.0,0.475,35,51,8266,831,False,2026-02-23 14:30:00,2026-03-05 21:00:00,,,,,,0.475,1.1317770262899531,0.12378898713712348,0.02105263157894739,0.40483848824070434,0.47500000000864695,8.646972027293032e-12,0.4532315780602872,0.7568231213633254,0.28182312136332544,0.28182312136332544,0.5933118344491062,0.5933118344491062,0.048393089819582846,0.048393089819582846,0.04,otm_call/itm_put
NVDA260320P00212500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,212.5,32.25,32.525,32.8,30.6,180.05,,32.45,0.075,12,12,93,0,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,32.525,1.1802277145237434,0.1657073982695873,0.01691006917755564,0.45451553899102676,32.525000000000006,7.105427357601002e-15,0.47077536456892266,32.59546734900175,0.07046734900175267,0.07046734900175267,0.002166559538870182,0.002166559538870182,0.016259825577895903,0.016259825577895903,0.05,otm_call/itm_put
NVDA260320P00230000,NVDA,NVDA,put,2026-03-06,2026-03-20,14,0.038329911019849415,230.0,50.5,53.4,56.3,50.2,177.82,,52.18,1.22,56,2,9,85,True,2025-01-15 14:30:00,2026-03-06 21:00:00,,,,,,53.4,1.2934428073332584,0.25730750623020254,0.10861423220973777,0.9564914524514891,53.399999999945464,-5.453415496958769e-11,0.5504631987332133,51.979115318625475,-1.420884681374524,1.420884681374524,-0.02660832736656412,0.02660832736656412,-0.4060282537182759,0.4060282537182759,0.04,deep_otm_call/itm_put
NVDA260320C00197500,NVDA,NVDA,call,2026-03-02,2026-03-20,18,0.049281314168377825,197.5,2.19,2.21,2.23,2.32,182.48,,0.0,2.21,26,17,6627,4776,False,2026-02-23 14:30:00,2026-03-02 21:00:00,,,,,,2.21,1.0823103901797457,0.07909800636504397,0.018099547511312233,0.4369803965586953,2.2099999999999795,-2.042810365310288e-14,0.43277240565195957,2.1588889425847384,-0.05111105741526156,0.05111105741526156,-0.02312717530102333,0.02312717530102333,-0.004207990906735737,0.004207990906735737,0.05,otm_call/itm_put
NVDA260320P00230000,NVDA,NVDA,put,2026-03-04,2026-03-20,16,0.04380561259411362,230.0,46.25,47.675,49.1,46.6,183.04,,46.96,0.715,50,1,9,1265,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,47.675,1.2565559440559442,0.22837460073176238,0.059779758783429504,0.7424001960513829,47.6750000000001,9.947598300641403e-14,0.5157705512066072,46.799613831257005,-0.8753861687429918,0.8753861687429918,-0.018361534740282997,0.018361534740282997,-0.22662964484477566,0.22662964484477566,0.04,deep_otm_call/itm_put
NVDA260320C00167500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,167.5,16.15,16.225,16.3,15.8,180.05,,12.55,3.675,5,24,448,40,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,16.225,0.9302971396834212,-0.0722512388297632,0.009244992295839884,0.5570207959246043,16.225000000026796,2.6794566565513378e-11,0.5485814102745089,16.12101606369866,-0.10398393630133995,0.10398393630133995,-0.0064088712666465295,0.0064088712666465295,-0.008439385650095388,0.008439385650095388,0.05,otm_put/itm_call
NVDA260320P00175000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,175.0,5.3,5.35,5.4,5.25,180.05,,0.0,5.35,34,23,61282,5937,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,5.35,0.9719522354901415,-0.028448616171370282,0.018691588785046828,0.5052168344650866,5.350000000223872,2.2387247611277417e-10,0.49541347145965364,5.206156161047389,-0.14384383895261088,0.14384383895261088,-0.026886698869646897,0.026886698869646897,-0.009803363005432941,0.009803363005432941,0.05,atm
NVDA260320C00149000,NVDA,NVDA,call,2026-03-06,2026-03-20,14,0.038329911019849415,149.0,29.15,29.8,30.45,30.75,177.82,,28.82,0.98,55,11,9,26,True,2026-03-05 14:30:00,2026-03-06 21:00:00,,,,,,29.8,0.837925992576763,-0.17682549674753376,0.043624161073825524,0.6599825755719883,29.80000000000004,3.907985046680551e-14,0.7018382665516514,30.0175766352844,0.21757663528439863,0.21757663528439863,0.0073012293719596855,0.0073012293719596855,0.04185569097966313,0.04185569097966313,0.04,otm_put/itm_call
NVDA260320P00225000,NVDA,NVDA,put,2026-03-06,2026-03-20,14,0.038329911019849415,225.0,45.0,47.25,49.5,44.79,177.82,,47.18,0.07,55,5,0,0,True,2026-02-23 14:30:00,2026-03-06 21:00:00,,,,,,47.25,1.2653244854347092,0.23532859951142718,0.09523809523809523,0.6503767785886752,47.249999999999744,-2.5579538487363607e-13,0.5347313767868094,47.013357158144345,-0.2366428418556552,0.2366428418556552,-0.0050083141133472,0.0050083141133472,-0.11564540180186578,0.11564540180186578,0.04,deep_otm_call/itm_put
NVDA260320P00165000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,165.0,2.81,2.835,2.86,2.8,180.05,,0.0,2.835,10,5,49420,5968,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,2.835,0.9164121077478478,-0.0872891161943037,0.017636684303350907,0.5628741550291239,2.834999999998338,-1.6617818232589343e-12,0.5672986126717697,2.885247351208811,0.050247351208811075,0.050247351208811075,0.017723933406988034,0.017723933406988034,0.004424457642645874,0.004424457642645874,0.05,otm_put/itm_call
